Sim_ID,W_Grid,W_Cap,W_Social,W_Env,GLOBAL_PERFORMANCE_INDEX,Total_Capex,Total_Revenue_Daily,ROI_10y_Pct,LCOE_USD_kWh,Windfall_Profit_Index,Revenue_Volatility,Self_Sufficiency_Pct,Peak_Coincidence_Pct,Voltage_Deviation_Avg,CO2_Avoided_Tons_Year,Social_Equity_Pct,Gini_Incentivo,Revenue_Disparity_Ratio,Subsidy_Intensity,Private_Investment_Leverage,Incentivized_Carbon_Cost,Grid_Congestion_Max_Pct,Tech_Losses_Total_kWh,Score_ROI_10y_Pct,Score_LCOE_USD_kWh,Score_Windfall_Profit_Index,Score_Revenue_Volatility,Score_Grid_Congestion_Max_Pct,Score_Tech_Losses_Total_kWh,Score_Voltage_Deviation_Avg,Score_Self_Sufficiency_Pct,Score_Peak_Coincidence_Pct,Score_Social_Equity_Pct,Score_CO2_Avoided_Tons_Year,Score_Subsidy_Intensity,Score_Incentivized_Carbon_Cost,Score_Private_Investment_Leverage,Score_Revenue_Disparity_Ratio,Score_Gini_Incentivo
20260128_205207,0.2500,0.2500,0.0000,0.0000,51.5926,1307252.3727,1034.9143,188.9601,0.0396,93.4800,67.1459,49.9631,31.8330,0.0169,568.1838,54.9269,0.2070,1.0000,112.8456,0.5845,0.0000,2.8603,0.5964,12.6252,50.0000,87.3748,0.0000,81.4073,91.0685,45.9033,50.0000,50.0000,35.2348,50.0000,87.3748,100.0000,42.5909,0.0000,41.9016
20260128_205342,0.2500,0.2500,0.0000,0.2500,44.1989,1307252.3727,1361.3351,280.1005,0.0396,139.0503,67.1459,49.9631,31.8330,0.0169,568.1838,88.6910,0.2423,1.0000,172.9580,0.3813,201.1116,5.3028,1.5968,18.7017,50.0000,81.2983,0.0000,26.0776,42.4123,38.7955,50.0000,50.0000,83.7502,50.0000,81.2983,76.5245,27.7883,0.0000,30.5352
20260128_205544,0.2500,0.2500,0.0000,0.5000,49.0854,1307252.3727,1687.7559,371.2410,0.0396,184.6205,67.1459,49.9631,31.8330,0.0169,568.1838,43.9854,0.0752,1.0000,233.0704,0.2830,406.5133,3.2234,0.5416,24.7782,50.0000,75.2218,0.0000,73.1807,93.7372,66.0892,50.0000,50.0000,19.5131,50.0000,75.2218,52.5482,20.6212,0.0000,84.4555
20260128_205707,0.2500,0.2500,0.0000,0.7500,44.9744,1307252.3727,2014.1767,462.3815,0.0396,230.1907,67.1459,49.9631,31.8330,0.0169,568.1838,45.5730,0.1798,1.0000,293.1828,0.2250,613.6312,2.8391,0.4976,30.8547,50.0000,69.1453,0.0000,81.8872,95.8737,55.4275,50.0000,50.0000,21.7942,50.0000,69.1453,28.3717,16.3932,0.0000,50.6974
20260128_205834,0.2500,0.2500,0.0000,1.0000,45.8823,1307252.3727,2340.5975,553.5219,0.0396,275.7610,67.1459,49.9631,31.8330,0.0169,568.1838,54.9580,0.1220,1.0000,353.2952,0.1867,821.6071,2.4324,0.5231,36.9312,50.0000,63.0688,0.0000,91.1008,94.6346,62.9963,50.0000,50.0000,35.2794,50.0000,63.0688,4.0949,13.6039,0.0000,69.3385
20260128_210010,0.2500,0.2500,0.2500,0.0000,57.2454,1307252.3727,1373.2502,283.4274,0.0396,140.7137,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.2360,1.3269,175.1522,0.3766,0.0000,2.4667,0.5956,18.9235,50.0000,81.0765,48.9527,90.3230,91.1089,35.8587,50.0000,50.0000,100.0000,50.0000,81.0765,100.0000,27.4401,8.6168,32.5502
20260128_210116,0.2500,0.2500,0.2500,0.2500,57.3429,1307252.3727,1699.6710,374.5678,0.0396,186.2839,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.2096,1.2485,235.2646,0.2803,205.1702,2.5767,0.4969,25.0000,50.0000,75.0000,48.9527,87.8319,95.9094,65.6729,50.0000,50.0000,100.0000,50.0000,75.0000,76.0508,20.4289,6.5507,41.0897
20260128_210228,0.2500,0.2500,0.2500,0.5000,56.2362,1307252.3727,2026.0918,465.7083,0.0396,231.8541,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.1379,1.2005,295.3770,0.2233,412.1492,2.8413,0.5684,31.0765,50.0000,68.9235,48.9527,81.8364,92.4298,69.9851,50.0000,50.0000,100.0000,50.0000,68.9235,51.8904,16.2714,5.2838,64.2066
20260128_210352,0.2500,0.2500,0.2500,0.7500,51.9930,1307252.3727,2352.5125,556.8487,0.0396,277.4244,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.1788,1.1680,355.4894,0.1855,620.0324,2.0713,0.5169,37.1530,50.0000,62.8470,48.9527,99.2799,94.9357,29.2788,50.0000,50.0000,100.0000,50.0000,62.8470,27.6245,13.5200,4.4275,51.0226
20260128_210502,0.2500,0.2500,0.2500,1.0000,52.3473,1307252.3727,2678.9333,647.9892,0.0396,322.9946,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.0282,1.1446,415.6018,0.1587,828.4325,3.7010,0.8152,43.2295,50.0000,56.7705,48.9527,62.3627,80.4257,70.7584,50.0000,50.0000,100.0000,50.0000,56.7705,3.2982,11.5644,3.8100,99.6142
20260128_210627,0.2500,0.2500,0.5000,0.0000,59.7673,1307252.3727,1711.5860,377.8946,0.0396,187.9473,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.2283,1.6538,237.4588,0.2778,0.0000,2.8464,0.6891,25.2218,50.0000,74.7782,70.1956,81.7221,86.5626,70.4981,50.0000,50.0000,100.0000,50.0000,74.7782,100.0000,20.2401,17.2337,35.0458
20260128_210741,0.2500,0.2500,0.5000,0.2500,60.5512,1307252.3727,2038.0068,469.0351,0.0396,233.5175,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.0531,1.4971,297.5712,0.2216,207.6054,2.7253,0.5350,31.2983,50.0000,68.7017,70.1956,84.4659,94.0564,54.8030,50.0000,50.0000,100.0000,50.0000,68.7017,75.7665,16.1514,13.1014,91.5766
20260128_210913,0.2500,0.2500,0.5000,0.5000,52.4130,1307252.3727,2364.4276,560.1756,0.0396,279.0878,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.1869,1.4009,357.6836,0.1844,415.9063,3.8462,0.8610,37.3748,50.0000,62.6252,70.1956,59.0726,78.1992,44.6394,50.0000,50.0000,100.0000,50.0000,62.6252,51.4518,13.4370,10.5675,48.4200
20260128_211103,0.2500,0.2500,0.5000,0.7500,51.9230,1307252.3727,2690.8484,651.3160,0.0396,324.6580,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.2067,1.3360,417.7960,0.1579,624.6047,3.4359,0.6358,43.4513,50.0000,56.5487,70.1956,68.3669,89.1547,57.0335,50.0000,50.0000,100.0000,50.0000,56.5487,27.0907,11.5037,8.8549,42.0198
20260128_211238,0.2500,0.2500,0.5000,1.0000,52.6006,1307252.3727,3017.2692,742.4565,0.0396,370.2282,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.1653,1.2891,477.9084,0.1380,833.5515,2.9832,0.5216,49.5278,50.0000,50.4722,70.1956,78.6219,94.7100,71.8587,50.0000,50.0000,100.0000,50.0000,50.4722,2.7007,10.0567,7.6200,55.3730
20260128_211349,0.2500,0.2500,0.7500,0.0000,66.4107,1307252.3727,2049.9218,472.3619,0.0396,235.1810,66.0738,49.9631,31.8330,0.0169,568.1838,100.0000,0.0510,1.9808,299.7654,0.2200,0.0000,2.4439,0.4992,31.5201,50.0000,68.4799,81.6623,90.8397,95.7967,91.6431,50.0000,50.0000,100.0000,50.0000,68.4799,100.0000,16.0332,25.8505,92.2661
20260128_211526,0.2500,0.2500,0.7500,0.2500,53.9477,1307252.3727,2376.3426,563.5024,0.0396,280.7512,66.0738,49.9631,31.8330,0.0169,568.1838,100.0000,0.2194,1.7456,359.8778,0.1833,209.2289,4.2896,0.9001,37.5966,50.0000,62.4034,81.6623,49.0296,76.2988,47.2788,50.0000,50.0000,100.0000,50.0000,62.4034,75.5770,13.3551,19.6521,37.9063
20260128_211654,0.2500,0.2500,0.7500,0.5000,55.9383,1307252.3727,2702.7634,654.6428,0.0396,326.3214,66.0738,49.9631,31.8330,0.0169,568.1838,100.0000,0.1225,1.6014,419.9902,0.1570,418.5901,3.3736,0.7399,43.6731,50.0000,56.3269,81.6623,69.7796,84.0922,55.5242,50.0000,50.0000,100.0000,50.0000,56.3269,51.1385,11.4436,15.8513,69.1939
20260128_211828,0.2500,0.2500,0.7500,0.7500,50.9912,1307252.3727,3029.1842,745.7833,0.0396,371.8917,66.0738,49.9631,31.8330,0.0169,568.1838,100.0000,0.2141,1.5039,480.1026,0.1374,628.0339,3.4024,0.6921,49.7496,50.0000,50.2504,81.6623,69.1269,86.4132,38.8104,50.0000,50.0000,100.0000,50.0000,50.2504,26.6904,10.0108,13.2824,39.6128
20260128_211941,0.2500,0.2500,0.7500,1.0000,50.0875,1307252.3727,3355.6050,836.9238,0.0396,417.4619,66.0738,49.9631,31.8330,0.0169,568.1838,100.0000,0.1811,1.4337,540.2150,0.1221,837.5330,3.3202,0.6394,55.8261,50.0000,44.1739,81.6623,70.9886,88.9778,42.7732,50.0000,50.0000,100.0000,50.0000,44.1739,2.2359,8.8968,11.4300,50.2608
20260128_212045,0.2500,0.2500,1.0000,0.0000,61.4158,1307252.3727,2388.2576,566.8292,0.0396,282.4146,65.9812,49.9631,31.8330,0.0169,568.1838,100.0000,0.2087,2.3077,362.0721,0.1822,0.0000,2.7607,0.5708,37.8184,50.0000,62.1816,88.7129,83.6633,92.3158,66.6840,50.0000,50.0000,100.0000,50.0000,62.1816,100.0000,13.2742,34.4673,41.3545
20260128_212223,0.2500,0.2500,1.0000,0.2500,49.2174,1307252.3727,2714.6784,657.9696,0.0396,327.9848,65.9812,49.9631,31.8330,0.0169,568.1838,100.0000,0.2658,1.9941,422.1845,0.1562,210.3885,5.7877,1.5902,43.8949,50.0000,56.1051,88.7129,15.0920,42.7353,48.8550,50.0000,50.0000,100.0000,50.0000,56.1051,75.4416,11.3841,26.2028,22.9488
20260128_212338,0.2500,0.2500,1.0000,0.5000,58.9986,1307252.3727,3041.0992,749.1101,0.0396,373.5551,65.9812,49.9631,31.8330,0.0169,568.1838,100.0000,0.1718,1.8019,482.2969,0.1368,420.6028,2.4760,0.4877,49.9714,50.0000,50.0286,88.7129,90.1133,96.3562,83.4870,50.0000,50.0000,100.0000,50.0000,50.0286,50.9036,9.9652,21.1350,53.2766
20260128_212455,0.2500,0.2500,1.0000,0.7500,53.6790,1307252.3727,3367.5200,840.2506,0.0396,419.1253,65.9812,49.9631,31.8330,0.0169,568.1838,100.0000,0.1533,1.6719,542.4093,0.1216,630.7011,2.8746,0.5254,56.0479,50.0000,43.9521,88.7129,81.0826,94.5248,38.3792,50.0000,50.0000,100.0000,50.0000,43.9521,26.3791,8.8608,17.7098,59.2621
20260128_212606,0.2500,0.2500,1.0000,1.0000,53.0478,1307252.3727,3693.9408,931.3910,0.0396,464.6955,65.9812,49.9631,31.8330,0.0169,568.1838,100.0000,0.0900,1.5782,602.5217,0.1095,840.7181,2.9231,0.5321,62.1244,50.0000,37.8756,88.7129,79.9833,94.1956,43.2491,50.0000,50.0000,100.0000,50.0000,37.8756,1.8641,7.9768,15.2400,79.6681
20260128_212718,0.2500,0.5000,0.0000,0.0000,49.4457,1307252.3727,1361.3351,280.1005,0.0396,139.0503,67.1459,49.9631,31.8330,0.0169,568.1838,55.0273,0.2226,1.0000,172.9580,0.3813,0.0000,2.9672,0.5378,18.7017,50.0000,81.2983,0.0000,78.9862,93.9192,36.8773,50.0000,50.0000,35.3791,50.0000,81.2983,100.0000,27.7883,0.0000,36.8836
20260128_212836,0.2500,0.5000,0.0000,0.2500,45.7286,1307252.3727,1687.7559,371.2410,0.0396,184.6205,67.1459,49.9631,31.8330,0.0170,568.1838,54.0632,0.2860,1.0000,233.0704,0.2830,203.2567,2.5304,0.5031,24.7782,50.0000,75.2218,0.0000,88.8798,95.6062,24.6394,50.0000,50.0000,33.9937,50.0000,75.2218,76.2741,20.6212,0.0000,16.4208
20260128_212954,0.2500,0.5000,0.0000,0.5000,47.8004,1307252.3727,2014.1767,462.3815,0.0396,230.1907,67.1459,49.9631,31.8330,0.0169,568.1838,66.1237,0.1653,1.0000,293.1828,0.2250,409.0875,2.9754,0.6302,30.8547,50.0000,69.1453,0.0000,78.7999,89.4249,52.0818,50.0000,50.0000,51.3233,50.0000,69.1453,52.2478,16.3932,0.0000,55.3896
20260128_213133,0.2500,0.5000,0.0000,0.7500,45.9279,1307252.3727,2340.5975,553.5219,0.0396,275.7610,67.1459,49.9631,31.8330,0.0169,568.1838,46.2525,0.1827,1.0000,353.2952,0.1867,616.2053,2.1517,0.4574,36.9312,50.0000,63.0688,0.0000,97.4581,97.8307,62.2900,50.0000,50.0000,22.7706,50.0000,63.0688,28.0712,13.6039,0.0000,49.7531
20260128_213324,0.2500,0.5000,0.0000,1.0000,41.8153,1307252.3727,2667.0183,644.6624,0.0396,321.3312,67.1459,49.9631,31.8330,0.0169,568.1838,50.3913,0.1614,1.0000,413.4076,0.1595,824.0586,3.2931,0.5828,43.0077,50.0000,56.9923,0.0000,71.6021,91.7336,47.9182,50.0000,50.0000,28.7176,50.0000,56.9923,3.8087,11.6258,0.0000,56.6458
20260128_213433,0.2500,0.5000,0.2500,0.0000,55.6401,1307252.3727,1699.6710,374.5678,0.0396,186.2839,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.1984,1.2485,235.2646,0.2803,0.0000,4.0296,0.8793,25.0000,50.0000,75.0000,48.9527,54.9191,77.3108,62.3792,50.0000,50.0000,100.0000,50.0000,75.0000,100.0000,20.4289,6.5507,44.7002
20260128_213537,0.2500,0.5000,0.2500,0.2500,57.9718,1307252.3727,2026.0918,465.7083,0.0396,231.8541,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.1522,1.2005,295.3770,0.2233,206.0746,2.4760,0.5890,31.0765,50.0000,68.9235,48.9527,90.1133,91.4277,71.0409,50.0000,50.0000,100.0000,50.0000,68.9235,75.9452,16.2714,5.2838,59.5898
20260128_213649,0.2500,0.5000,0.2500,0.5000,54.0468,1307252.3727,2352.5125,556.8487,0.0396,277.4244,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.1223,1.1680,355.4894,0.1855,413.3549,3.4024,0.6582,37.1530,50.0000,62.8470,48.9527,69.1269,88.0641,56.8104,50.0000,50.0000,100.0000,50.0000,62.8470,51.7496,13.5200,4.4275,69.2513
20260128_213756,0.2500,0.5000,0.2500,0.7500,53.8583,1307252.3727,2678.9333,647.9892,0.0396,322.9946,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.0282,1.1446,415.6018,0.1587,621.3243,3.7010,0.8152,43.2295,50.0000,56.7705,48.9527,62.3627,80.4257,70.7584,50.0000,50.0000,100.0000,50.0000,56.7705,27.4736,11.5644,3.8100,99.6142
20260128_213948,0.2500,0.5000,0.2500,1.0000,52.4692,1307252.3727,3005.3541,739.1297,0.0396,368.5648,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.0975,1.1269,475.7142,0.1386,829.7244,2.5625,0.5245,49.3060,50.0000,50.6940,48.9527,88.1528,94.5656,63.2937,50.0000,50.0000,100.0000,50.0000,50.6940,3.1474,10.1031,3.3437,77.2548
20260128_214108,0.2500,0.5000,0.5000,0.0000,62.1719,1307252.3727,2038.0068,469.0351,0.0396,233.5175,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.0497,1.4971,297.5712,0.2216,0.0000,2.7008,0.5325,31.2983,50.0000,68.7017,70.1956,85.0213,94.1768,54.6989,50.0000,50.0000,100.0000,50.0000,68.7017,100.0000,16.1514,13.1014,92.7032
20260128_214244,0.2500,0.5000,0.5000,0.2500,54.5516,1307252.3727,2364.4276,560.1756,0.0396,279.0878,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.1920,1.4009,357.6836,0.1844,207.9532,3.3992,0.6850,37.3748,50.0000,62.6252,70.1956,69.1982,86.7585,37.5688,50.0000,50.0000,100.0000,50.0000,62.6252,75.7259,13.4370,10.5675,46.7486
20260128_214355,0.2500,0.5000,0.5000,0.5000,56.6096,1307252.3727,2690.8484,651.3160,0.0396,324.6580,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.0510,1.3360,417.7960,0.1579,416.4031,3.5210,0.6667,43.4513,50.0000,56.5487,70.1956,66.4404,87.6512,60.8996,50.0000,50.0000,100.0000,50.0000,56.5487,51.3938,11.5037,8.8549,92.2661
20260128_214534,0.2500,0.5000,0.5000,0.7500,53.0809,1307252.3727,3017.2692,742.4565,0.0396,370.2282,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.2178,1.2891,477.9084,0.1380,625.1636,2.1651,0.4501,49.5278,50.0000,50.4722,70.1956,97.1560,98.1871,50.1561,50.0000,50.0000,100.0000,50.0000,50.4722,27.0255,10.0567,7.6200,38.4247
20260129_112833,0.2500,0.5000,0.5000,1.0000,49.9239,1307252.3727,3343.6900,833.5970,0.0396,415.7985,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.1662,1.2537,538.0208,0.1226,834.1311,2.8639,0.5122,55.6043,50.0000,44.3957,70.1956,81.3259,95.1661,34.3494,50.0000,50.0000,100.0000,50.0000,44.3957,2.6330,8.9331,6.6874,55.0966
20260129_112947,0.2500,0.5000,0.7500,0.0000,57.6733,1307252.3727,2376.3426,563.5024,0.0396,280.7512,66.0738,49.9631,31.8330,0.0169,568.1838,100.0000,0.2520,1.7456,359.8778,0.1833,0.0000,3.0821,0.6665,37.5966,50.0000,62.4034,81.6623,76.3826,87.6619,54.2528,50.0000,50.0000,100.0000,50.0000,62.4034,100.0000,13.3551,19.6521,27.4020
20260129_113043,0.2500,0.5000,0.7500,0.2500,61.8033,1307252.3727,2702.7634,654.6428,0.0396,326.3214,66.0738,49.9631,31.8330,0.0169,568.1838,100.0000,0.0501,1.6014,419.9902,0.1570,209.2950,3.2620,0.6217,43.6731,50.0000,56.3269,81.6623,72.3074,89.8370,93.2862,50.0000,50.0000,100.0000,50.0000,56.3269,75.5693,11.4436,15.8513,92.5684
20260129_113154,0.2500,0.5000,0.7500,0.5000,55.8304,1307252.3727,3029.1842,745.7833,0.0396,371.8917,66.0738,49.9631,31.8330,0.0169,568.1838,100.0000,0.1984,1.5039,480.1026,0.1374,418.6893,2.5121,0.4809,49.7496,50.0000,50.2504,81.6623,89.2944,96.6888,56.2751,50.0000,50.0000,100.0000,50.0000,50.2504,51.1270,10.0108,13.2824,44.6955
20260129_113306,0.2500,0.5000,0.7500,0.7500,51.0985,1307252.3727,3355.6050,836.9238,0.0396,417.4619,66.0738,49.9631,31.8330,0.0169,568.1838,100.0000,0.2796,1.4337,540.2150,0.1221,628.1497,3.0016,0.5041,55.8261,50.0000,44.1739,81.6623,78.2069,95.5573,52.4758,50.0000,50.0000,100.0000,50.0000,44.1739,26.6769,8.8968,11.4300,18.4955
20260129_113406,0.2500,0.5000,0.7500,1.0000,47.6186,1307252.3727,3682.0258,928.0642,0.0396,463.0321,66.0738,49.9631,31.8330,0.0169,568.1838,100.0000,0.2029,1.3806,600.3274,0.1099,837.6564,3.8608,0.7926,61.9026,50.0000,38.0974,81.6623,58.7424,81.5257,38.3792,50.0000,50.0000,100.0000,50.0000,38.0974,2.2215,8.0060,10.0311,43.2323
20260129_113508,0.2500,0.5000,1.0000,0.0000,63.1868,1307252.3727,2714.6784,657.9696,0.0396,327.9848,65.9812,49.9631,31.8330,0.0169,568.1838,100.0000,0.0942,1.9941,422.1845,0.1562,0.0000,2.7644,0.5913,43.8949,50.0000,56.1051,88.7129,83.5795,91.3194,75.3457,50.0000,50.0000,100.0000,50.0000,56.1051,100.0000,11.3841,26.2028,78.3398
20260129_113645,0.2500,0.5000,1.0000,0.2500,55.7807,1307252.3727,3041.0992,749.1101,0.0396,373.5551,65.9812,49.9631,31.8330,0.0169,568.1838,100.0000,0.1949,1.8019,482.2969,0.1368,210.3014,3.3697,0.5965,49.9714,50.0000,50.0286,88.7129,69.8672,91.0671,40.4312,50.0000,50.0000,100.0000,50.0000,50.0286,75.4518,9.9652,21.1350,45.8329
20260129_113815,0.2500,0.5000,1.0000,0.5000,56.5434,1307252.3727,3367.5200,840.2506,0.0396,419.1253,65.9812,49.9631,31.8330,0.0169,568.1838,100.0000,0.1779,1.6719,542.4093,0.1216,420.4674,2.8173,0.5366,56.0479,50.0000,43.9521,88.7129,82.3804,93.9768,66.8773,50.0000,50.0000,100.0000,50.0000,43.9521,50.9194,8.8608,17.7098,51.3051
20260129_113946,0.2500,0.5000,1.0000,0.7500,51.8887,1307252.3727,3693.9408,931.3910,0.0396,464.6955,65.9812,49.9631,31.8330,0.0169,568.1838,100.0000,0.0979,1.5782,602.5217,0.1095,630.5386,3.8151,0.8089,62.1244,50.0000,37.8756,88.7129,59.7773,80.7352,36.3792,50.0000,50.0000,100.0000,50.0000,37.8756,26.3981,7.9768,15.2400,77.1240
20260129_114117,0.2500,0.5000,1.0000,1.0000,50.2474,1307252.3727,4020.3616,1022.5315,0.0396,510.2658,65.9812,49.9631,31.8330,0.0169,568.1838,100.0000,0.2385,1.5074,662.6341,0.0995,840.5408,2.7323,0.5750,68.2009,50.0000,31.7991,88.7129,84.3063,92.1118,52.7732,50.0000,50.0000,100.0000,50.0000,31.7991,1.8848,7.2532,13.3748,31.7417
20260129_114217,0.2500,0.7500,0.0000,0.0000,55.3071,1307252.3727,1687.7559,371.2410,0.0396,184.6205,67.1459,49.9631,31.8330,0.0169,568.1838,73.6147,0.0531,1.0000,233.0704,0.2830,0.0000,2.6942,0.5631,24.7782,50.0000,75.2218,0.0000,85.1691,92.6916,57.5465,50.0000,50.0000,62.0871,50.0000,75.2218,100.0000,20.6212,0.0000,91.5766
20260129_114334,0.2500,0.7500,0.0000,0.2500,48.6969,1307252.3727,2014.1767,462.3815,0.0396,230.1907,67.1459,49.9631,31.8330,0.0169,568.1838,65.6588,0.1763,1.0000,293.1828,0.2250,204.5437,2.8707,0.5508,30.8547,50.0000,69.1453,0.0000,81.1718,93.2864,40.5428,50.0000,50.0000,50.6553,50.0000,69.1453,76.1239,16.3932,0.0000,51.8318
20260129_114449,0.2500,0.7500,0.0000,0.5000,52.1357,1307252.3727,2340.5975,553.5219,0.0396,275.7610,67.1459,49.9631,31.8330,0.0169,568.1838,76.9954,0.0531,1.0000,353.2952,0.1867,410.8035,2.5101,0.5562,36.9312,50.0000,63.0688,0.0000,89.3412,93.0238,64.5651,50.0000,50.0000,66.9449,50.0000,63.0688,52.0475,13.6039,0.0000,91.5766
20260129_114557,0.2500,0.7500,0.0000,0.7500,49.0325,1307252.3727,2667.0183,644.6624,0.0396,321.3312,67.1459,49.9631,31.8330,0.0169,568.1838,73.6147,0.0531,1.0000,413.4076,0.1595,618.0440,2.6942,0.5631,43.0077,50.0000,56.9923,0.0000,85.1691,92.6916,56.5204,50.0000,50.0000,62.0871,50.0000,56.9923,27.8566,11.6258,0.0000,91.5766
20260129_114741,0.2500,0.7500,0.0000,1.0000,44.9843,1307252.3727,2993.4391,735.8029,0.0396,366.9014,67.1459,49.9631,31.8330,0.0169,568.1838,86.1973,0.1225,1.0000,473.5200,0.1393,825.8973,2.7956,0.6800,49.0842,50.0000,50.9158,0.0000,82.8729,87.0057,35.8587,50.0000,50.0000,80.1669,50.0000,50.9158,3.5941,10.1499,0.0000,69.1844
20260129_114905,0.2500,0.7500,0.2500,0.0000,57.9513,1307252.3727,2026.0918,465.7083,0.0396,231.8541,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.1009,1.2005,295.3770,0.2233,0.0000,3.4902,0.7172,31.0765,50.0000,68.9235,48.9527,67.1376,85.1934,59.2937,50.0000,50.0000,100.0000,50.0000,68.9235,100.0000,16.2714,5.2838,76.1640
20260129_115034,0.2500,0.7500,0.2500,0.2500,57.3297,1307252.3727,2352.5125,556.8487,0.0396,277.4244,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.1186,1.1680,355.4894,0.1855,206.6775,2.8526,0.5737,37.1530,50.0000,62.8470,48.9527,81.5810,92.1737,67.4349,50.0000,50.0000,100.0000,50.0000,62.8470,75.8748,13.5200,4.4275,70.4638
20260129_115147,0.2500,0.7500,0.2500,0.5000,54.1171,1307252.3727,2678.9333,647.9892,0.0396,322.9946,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.0531,1.1446,415.6018,0.1587,414.2162,4.2534,0.8297,43.2295,50.0000,56.7705,48.9527,49.8499,79.7228,71.9628,50.0000,50.0000,100.0000,50.0000,56.7705,51.6491,11.5644,3.8100,91.5921
20260129_115407,0.2500,0.7500,0.2500,0.7500,52.5722,1307252.3727,3005.3541,739.1297,0.0396,368.5648,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.1211,1.1269,475.7142,0.1386,622.2933,2.4760,0.5318,49.3060,50.0000,50.6940,48.9527,90.1133,94.2133,46.7361,50.0000,50.0000,100.0000,50.0000,50.6940,27.3605,10.1031,3.3437,69.6392
20260129_115527,0.2500,0.7500,0.2500,1.0000,48.2725,1307252.3727,3331.7749,830.2701,0.0396,414.1351,66.5032,49.9631,31.8330,0.0169,568.1838,100.0000,0.1673,1.1130,535.8266,0.1231,830.7292,3.9639,0.7366,55.3825,50.0000,44.6175,48.9527,56.4062,84.2495,68.4238,50.0000,50.0000,100.0000,50.0000,44.6175,3.0301,8.9697,2.9791,54.7321
20260129_115628,0.2500,0.7500,0.5000,0.0000,60.5440,1307252.3727,2364.4276,560.1756,0.0396,279.0878,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.1810,1.4009,357.6836,0.1844,0.0000,2.3536,0.5375,37.3748,50.0000,62.6252,70.1956,92.8860,93.9350,74.7361,50.0000,50.0000,100.0000,50.0000,62.6252,100.0000,13.4370,10.5675,50.3212
20260129_115758,0.2500,0.7500,0.5000,0.2500,52.0085,1307252.3727,2690.8484,651.3160,0.0396,324.6580,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.2207,1.3360,417.7960,0.1579,208.2016,4.5548,1.0904,43.4513,50.0000,56.5487,70.1956,43.0209,67.0423,61.7770,50.0000,50.0000,100.0000,50.0000,56.5487,75.6969,11.5037,8.8549,37.4954
20260129_115925,0.2500,0.7500,0.5000,0.5000,55.3783,1307252.3727,3017.2692,742.4565,0.0396,370.2282,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.1212,1.2891,477.9084,0.1380,416.7757,3.2604,0.6926,49.5278,50.0000,50.4722,70.1956,72.3433,86.3915,68.0074,50.0000,50.0000,100.0000,50.0000,50.4722,51.3503,10.0567,7.6200,69.6156
20260129_120026,0.2500,0.7500,0.5000,0.7500,56.7703,1307252.3727,3343.6900,833.5970,0.0396,415.7985,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.1203,1.2537,538.0208,0.1226,625.5983,2.0395,0.4389,55.6043,50.0000,44.3957,70.1956,100.0000,98.7289,82.5056,50.0000,50.0000,100.0000,50.0000,44.3957,26.9748,8.9331,6.6874,69.9034
20260129_120217,0.2500,0.7500,0.5000,1.0000,45.0480,1307252.3727,3670.1108,924.7374,0.0396,461.3687,66.2243,49.9631,31.8330,0.0169,568.1838,100.0000,0.3199,1.2261,598.1332,0.1103,834.5948,3.6562,0.6535,61.6808,50.0000,38.3192,70.1956,63.3772,88.2944,38.5428,50.0000,50.0000,100.0000,50.0000,38.3192,2.5789,8.0353,5.9582,5.4659
